PIC,SITE,TRANSACT,GROUP,LABEL,Live_Non_live,Count
510,Papagayo,6,Algae,Turf algae,Live,92
510,Papagayo,6,CCA,Pink CCA,Live,4
510,Papagayo,6,Hard Coral,Pocillopora effusa,Live,4
511,Papagayo,6,Algae,Turf algae,Live,76
511,Papagayo,6,CCA,Pink CCA,Live,8
511,Papagayo,6,CCA,Red CCA,Live,12
511,Papagayo,6,CCA,White CCA,Live,4
512,Papagayo,6,Algae,Turf algae,Live,64
512,Papagayo,6,CCA,Pink CCA,Live,4
512,Papagayo,6,Hard Coral,Pocillopora effusa,Live,32
513,Papagayo,6,Algae,Caulerpa spp.,Live,8
513,Papagayo,6,Algae,Turf algae,Live,68
513,Papagayo,6,CCA,Pink CCA,Live,4
513,Papagayo,6,Hard Coral,Pocillopora effusa,Live,4
513,Papagayo,6,Substrate,Gravel,Non-live,12
513,Papagayo,6,Substrate,Sand,Non-live,4
514,Papagayo,6,Algae,Turf algae,Live,68
514,Papagayo,6,CCA,Pink CCA,Live,4
514,Papagayo,6,CCA,Red CCA,Live,16
514,Papagayo,6,Hard Coral,Pocillopora effusa,Live,8
514,Papagayo,6,Substrate,Gravel,Non-live,4
515,Papagayo,6,Algae,Turf algae,Live,64
515,Papagayo,6,CCA,Pink CCA,Live,8
515,Papagayo,6,Diadema,Diadema sp,Live,4
515,Papagayo,6,Hard Coral,Pocillopora effusa,Live,24
516,Papagayo,6,Algae,Caulerpa spp.,Live,4
516,Papagayo,6,Algae,Galaxaura,Live,4
516,Papagayo,6,Algae,Turf algae,Live,80
516,Papagayo,6,CCA,Pink CCA,Live,4
516,Papagayo,6,CCA,Red CCA,Live,8
517,Papagayo,6,Algae,Turf algae,Live,60
517,Papagayo,6,CCA,Pink CCA,Live,12
517,Papagayo,6,CCA,Red CCA,Live,12
517,Papagayo,6,Hard Coral,Pocillopora effusa,Live,16
518,Papagayo,6,Algae,Turf algae,Live,60
518,Papagayo,6,CCA,Pink CCA,Live,20
518,Papagayo,6,CCA,Red CCA,Live,4
518,Papagayo,6,CCA,White CCA,Live,4
518,Papagayo,6,Diadema,Diadema sp,Live,4
518,Papagayo,6,Hard Coral,Porites lobata,Live,8
519,Papagayo,6,Algae,Turf algae,Live,64
519,Papagayo,6,Ascidian,Ascidian (solitary),Live,4
519,Papagayo,6,CCA,Red CCA,Live,8
519,Papagayo,6,Hard Coral,Pocillopora effusa,Live,16
519,Papagayo,6,Soft Coral,Soft Coral,Non-live,4
519,Papagayo,6,Substrate,Sand,Non-live,4
520,Papagayo,6,Algae,Turf algae,Live,48
520,Papagayo,6,CCA,Pink CCA,Live,8
520,Papagayo,6,CCA,Red CCA,Live,8
520,Papagayo,6,CCA,White CCA,Live,4
520,Papagayo,6,Hard Coral,Pocillopora effusa,Live,24
520,Papagayo,6,Substrate,Gravel,Non-live,4
520,Papagayo,6,Substrate,Sand,Non-live,4
521,Papagayo,6,Algae,Caulerpa spp.,Live,20
521,Papagayo,6,Algae,Turf algae,Live,52
521,Papagayo,6,Hard Coral,Pocillopora effusa,Live,8
521,Papagayo,6,Substrate,Gravel,Non-live,20
522,Papagayo,6,Algae,Turf algae,Live,64
522,Papagayo,6,CCA,Pink CCA,Live,8
522,Papagayo,6,CCA,Red CCA,Live,4
522,Papagayo,6,Hard Coral,Pocillopora effusa,Live,24
523,Papagayo,6,Algae,Turf algae,Live,60
523,Papagayo,6,CCA,Pink CCA,Live,4
523,Papagayo,6,CCA,Red CCA,Live,8
523,Papagayo,6,CCA,White CCA,Live,4
523,Papagayo,6,Hard Coral,Pocillopora effusa,Live,24
524,Papagayo,6,Algae,Turf algae,Live,12
524,Papagayo,6,CCA,Pink CCA,Live,40
524,Papagayo,6,CCA,Red CCA,Live,8
524,Papagayo,6,CCA,White CCA,Live,20
524,Papagayo,6,Diadema,Diadema sp,Live,8
524,Papagayo,6,Hard Coral,Pocillopora effusa,Live,12
525,Papagayo,6,Algae,Caulerpa spp.,Live,12
525,Papagayo,6,Algae,Turf algae,Live,60
525,Papagayo,6,CCA,White CCA,Live,12
525,Papagayo,6,Substrate,Gravel,Non-live,16
526,Papagayo,6,CCA,Pink CCA,Live,52
526,Papagayo,6,CCA,White CCA,Live,24
526,Papagayo,6,Diadema,Diadema sp,Live,8
526,Papagayo,6,Hard Coral,Pocillopora effusa,Live,16
527,Papagayo,6,Algae,Turf algae,Live,80
527,Papagayo,6,CCA,Red CCA,Live,4
527,Papagayo,6,Diadema,Diadema sp,Live,4
527,Papagayo,6,Hard Coral,Pocillopora effusa,Live,12
528,Papagayo,6,Algae,Turf algae,Live,44
528,Papagayo,6,CCA,Pink CCA,Live,28
528,Papagayo,6,CCA,Red CCA,Live,12
528,Papagayo,6,Diadema,Diadema sp,Live,4
528,Papagayo,6,Hard Coral,Pocillopora effusa,Live,8
529,Papagayo,6,Algae,Turf algae,Live,76
529,Papagayo,6,CCA,Pink CCA,Live,12
529,Papagayo,6,Hard Coral,Pocillopora effusa,Live,12
530,Papagayo,6,Algae,Caulerpa spp.,Live,32
530,Papagayo,6,Algae,Turf algae,Live,64
530,Papagayo,6,Substrate,Sand,Non-live,4
531,Papagayo,6,Algae,Turf algae,Live,40
531,Papagayo,6,CCA,Pink CCA,Live,20
531,Papagayo,6,CCA,White CCA,Live,24
531,Papagayo,6,Hard Coral,Pocillopora effusa,Live,16
532,Papagayo,6,Algae,Turf algae,Live,40
532,Papagayo,6,CCA,Pink CCA,Live,4
532,Papagayo,6,CCA,White CCA,Live,36
532,Papagayo,6,Diadema,Diadema sp,Live,8
532,Papagayo,6,Hard Coral,Pocillopora effusa,Live,12
533,Papagayo,6,Algae,Turf algae,Live,76
533,Papagayo,6,CCA,Pink CCA,Live,4
533,Papagayo,6,CCA,Red CCA,Live,8
533,Papagayo,6,CCA,White CCA,Live,4
533,Papagayo,6,Hard Coral,Pocillopora effusa,Live,8
534,Papagayo,6,Algae,Turf algae,Live,28
534,Papagayo,6,CCA,Pink CCA,Live,28
534,Papagayo,6,CCA,Red CCA,Live,4
534,Papagayo,6,CCA,White CCA,Live,12
534,Papagayo,6,Diadema,Diadema sp,Live,4
534,Papagayo,6,Hard Coral,Pocillopora effusa,Live,24
535,Papagayo,6,Algae,Turf algae,Live,80
535,Papagayo,6,CCA,Pink CCA,Live,12
535,Papagayo,6,CCA,White CCA,Live,4
535,Papagayo,6,Hard Coral,Pocillopora effusa,Live,4
536,Papagayo,6,Algae,Turf algae,Live,84
536,Papagayo,6,CCA,Red CCA,Live,4
536,Papagayo,6,CCA,White CCA,Live,4
536,Papagayo,6,Hard Coral,Pocillopora effusa,Live,8
537,Papagayo,6,Algae,Turf algae,Live,76
537,Papagayo,6,CCA,Pink CCA,Live,4
537,Papagayo,6,Hard Coral,Pavona gigantea,Live,8
538,Papagayo,6,Algae,Turf algae,Live,32
538,Papagayo,6,CCA,Pink CCA,Live,12
538,Papagayo,6,CCA,White CCA,Live,32
538,Papagayo,6,Diadema,Diadema sp,Live,8
538,Papagayo,6,Hard Coral,Pocillopora effusa,Live,16
539,Papagayo,6,Algae,Turf algae,Live,20
539,Papagayo,6,CCA,Pink CCA,Live,32
539,Papagayo,6,CCA,Red CCA,Live,4
539,Papagayo,6,CCA,White CCA,Live,28
539,Papagayo,6,Hard Coral,Pocillopora effusa,Live,16
540,Papagayo,6,Algae,Turf algae,Live,32
540,Papagayo,6,CCA,Pink CCA,Live,28
540,Papagayo,6,CCA,Red CCA,Live,4
540,Papagayo,6,CCA,White CCA,Live,16
540,Papagayo,6,Diadema,Diadema sp,Live,4
540,Papagayo,6,Hard Coral,Pocillopora effusa,Live,16
541,Samara,7,Algae,Caulerpa spp.,Live,40
541,Samara,7,Algae,Turf algae,Live,32
541,Samara,7,CCA,Pink CCA,Live,4
541,Samara,7,CCA,White CCA,Live,20
542,Samara,7,Algae,Caulerpa spp.,Live,28
542,Samara,7,Algae,Galaxaura,Live,4
542,Samara,7,Algae,Turf algae,Live,52
542,Samara,7,CCA,Pink CCA,Live,4
542,Samara,7,CCA,White CCA,Live,8
542,Samara,7,Substrate,Rock,Non-live,4
543,Samara,7,Algae,Turf algae,Live,80
543,Samara,7,CCA,White CCA,Live,20
544,Samara,7,Algae,Caulerpa spp.,Live,8
544,Samara,7,Algae,Galaxaura,Live,4
544,Samara,7,Algae,Turf algae,Live,76
544,Samara,7,CCA,White CCA,Live,12
545,Samara,7,Algae,Caulerpa spp.,Live,8
545,Samara,7,Algae,Turf algae,Live,76
545,Samara,7,CCA,White CCA,Live,8
546,Samara,7,Algae,Caulerpa spp.,Live,4
546,Samara,7,Algae,Turf algae,Live,52
546,Samara,7,CCA,Pink CCA,Live,12
546,Samara,7,Substrate,Rock,Non-live,28
547,Samara,7,Algae,Caulerpa spp.,Live,8
547,Samara,7,Algae,Galaxaura,Live,4
547,Samara,7,Algae,Turf algae,Live,76
547,Samara,7,CCA,White CCA,Live,8
547,Samara,7,Hard Coral,Psammocora stellata,Live,4
548,Samara,7,Algae,Caulerpa spp.,Live,4
548,Samara,7,Algae,Turf algae,Live,60
548,Samara,7,CCA,Pink CCA,Live,4
548,Samara,7,CCA,White CCA,Live,24
548,Samara,7,Diadema,Diadema sp,Live,4
548,Samara,7,Hard Coral,Porites lobata,Live,4
549,Samara,7,Algae,Turf algae,Live,64
549,Samara,7,CCA,Pink CCA,Live,4
549,Samara,7,CCA,White CCA,Live,20
549,Samara,7,Substrate,Sand,Non-live,12
550,Samara,7,Algae,Caulerpa spp.,Live,16
550,Samara,7,Algae,Galaxaura,Live,16
550,Samara,7,Algae,Turf algae,Live,40
550,Samara,7,CCA,White CCA,Live,28
551,Samara,7,Algae,Caulerpa spp.,Live,12
551,Samara,7,Algae,Galaxaura,Live,8
551,Samara,7,Algae,Turf algae,Live,56
551,Samara,7,CCA,Pink CCA,Live,4
551,Samara,7,CCA,White CCA,Live,16
551,Samara,7,Hard Coral,Psammocora stellata,Live,4
552,Samara,7,Algae,Caulerpa spp.,Live,4
552,Samara,7,Algae,Galaxaura,Live,12
552,Samara,7,Algae,Turf algae,Live,40
552,Samara,7,CCA,Pink CCA,Live,12
552,Samara,7,CCA,White CCA,Live,20
552,Samara,7,Hard Coral,Psammocora stellata,Live,8
553,Samara,7,Algae,Turf algae,Live,56
553,Samara,7,CCA,Pink CCA,Live,12
553,Samara,7,CCA,White CCA,Live,8
553,Samara,7,Other,Dead coral,Non-live,4
553,Samara,7,Substrate,Gravel,Non-live,4
553,Samara,7,Substrate,Rock,Non-live,12
554,Samara,7,Algae,Caulerpa spp.,Live,4
554,Samara,7,Algae,Galaxaura,Live,4
554,Samara,7,Algae,Turf algae,Live,56
554,Samara,7,CCA,Pink CCA,Live,8
554,Samara,7,CCA,White CCA,Live,12
554,Samara,7,Hard Coral,Pocillopora effusa,Live,12
555,Samara,7,Algae,Caulerpa spp.,Live,4
555,Samara,7,Algae,Turf algae,Live,72
555,Samara,7,CCA,Pink CCA,Live,4
555,Samara,7,CCA,White CCA,Live,20
556,Samara,7,Algae,Caulerpa spp.,Live,4
556,Samara,7,Algae,Turf algae,Live,92
556,Samara,7,Substrate,Sand,Non-live,4
557,Samara,7,Algae,Caulerpa spp.,Live,8
557,Samara,7,Algae,Turf algae,Live,64
557,Samara,7,CCA,White CCA,Live,12
557,Samara,7,Hard Coral,Pocillopora effusa,Live,12
557,Samara,7,Hard Coral,Psammocora stellata,Live,4
558,Samara,7,Algae,Turf algae,Live,100
559,Samara,7,Algae,Caulerpa spp.,Live,4
559,Samara,7,Algae,Galaxaura,Live,12
559,Samara,7,Algae,Turf algae,Live,24
559,Samara,7,CCA,Pink CCA,Live,12
559,Samara,7,CCA,Red CCA,Live,4
559,Samara,7,CCA,White CCA,Live,20
559,Samara,7,Hard Coral,Psammocora stellata,Live,8
559,Samara,7,Substrate,Gravel,Non-live,8
559,Samara,7,Substrate,Sand,Non-live,4
560,Samara,7,Algae,Galaxaura,Live,16
560,Samara,7,Algae,Turf algae,Live,48
560,Samara,7,CCA,Pink CCA,Live,8
560,Samara,7,CCA,White CCA,Live,8
560,Samara,7,Hard Coral,Psammocora stellata,Live,4
560,Samara,7,Substrate,Gravel,Non-live,4
560,Samara,7,Substrate,Rock,Non-live,8
561,Samara,7,Algae,Caulerpa spp.,Live,8
561,Samara,7,Algae,Turf algae,Live,68
561,Samara,7,CCA,Pink CCA,Live,4
561,Samara,7,CCA,Red CCA,Live,8
561,Samara,7,CCA,White CCA,Live,4
561,Samara,7,Substrate,Rock,Non-live,4
562,Samara,7,Algae,Turf algae,Live,48
562,Samara,7,CCA,Red CCA,Live,4
562,Samara,7,CCA,White CCA,Live,4
562,Samara,7,Substrate,Gravel,Non-live,32
562,Samara,7,Substrate,Rock,Non-live,12
563,Samara,7,Algae,Caulerpa spp.,Live,4
563,Samara,7,Algae,Turf algae,Live,40
563,Samara,7,CCA,Pink CCA,Live,24
563,Samara,7,CCA,Red CCA,Live,12
563,Samara,7,CCA,White CCA,Live,4
563,Samara,7,Hard Coral,Psammocora stellata,Live,8
563,Samara,7,Substrate,Gravel,Non-live,4
564,Samara,7,Algae,Caulerpa spp.,Live,4
564,Samara,7,Algae,Turf algae,Live,72
564,Samara,7,CCA,White CCA,Live,8
564,Samara,7,Hard Coral,Pocillopora effusa,Live,8
564,Samara,7,Substrate,Sand,Non-live,4
565,Samara,7,Algae,Galaxaura,Live,8
565,Samara,7,Algae,Turf algae,Live,64
565,Samara,7,CCA,Pink CCA,Live,12
565,Samara,7,CCA,White CCA,Live,4
565,Samara,7,Hard Coral,Psammocora stellata,Live,8
565,Samara,7,Substrate,Rock,Non-live,4
566,Samara,7,Algae,Turf algae,Live,92
566,Samara,7,CCA,Pink CCA,Live,4
567,Samara,7,Algae,Caulerpa spp.,Live,4
567,Samara,7,Algae,Galaxaura,Live,4
567,Samara,7,Algae,Turf algae,Live,76
567,Samara,7,CCA,White CCA,Live,12
567,Samara,7,Hard Coral,Psammocora stellata,Live,4
568,Samara,7,Algae,Caulerpa spp.,Live,56
568,Samara,7,Algae,Galaxaura,Live,8
568,Samara,7,Algae,Turf algae,Live,32
568,Samara,7,CCA,White CCA,Live,4
569,Samara,7,Algae,Caulerpa spp.,Live,4
569,Samara,7,Algae,Galaxaura,Live,4
569,Samara,7,Algae,Turf algae,Live,84
569,Samara,7,CCA,White CCA,Live,8
570,Samara,7,Algae,Caulerpa spp.,Live,8
570,Samara,7,Algae,Turf algae,Live,56
570,Samara,7,CCA,Pink CCA,Live,8
570,Samara,7,CCA,Red CCA,Live,4
570,Samara,7,CCA,White CCA,Live,20
571,Samara,7,Algae,Caulerpa spp.,Live,24
571,Samara,7,Algae,Galaxaura,Live,4
571,Samara,7,Algae,Turf algae,Live,56
571,Samara,7,CCA,Pink CCA,Live,4
571,Samara,7,CCA,White CCA,Live,4
571,Samara,7,Soft Coral,Soft Coral,Non-live,4
572,Samara,7,Algae,Caulerpa spp.,Live,4
572,Samara,7,Algae,Turf algae,Live,68
572,Samara,7,CCA,Pink CCA,Live,4
572,Samara,7,CCA,Red CCA,Live,8
572,Samara,7,CCA,White CCA,Live,12
573,Samara,7,Algae,Caulerpa spp.,Live,28
573,Samara,7,Algae,Turf algae,Live,40
573,Samara,7,CCA,Pink CCA,Live,8
573,Samara,7,CCA,White CCA,Live,12
574,Samara,7,Algae,Caulerpa spp.,Live,20
574,Samara,7,Algae,Turf algae,Live,56
574,Samara,7,CCA,Red CCA,Live,8
574,Samara,7,CCA,White CCA,Live,16
575,Samara,7,Algae,Galaxaura,Live,8
575,Samara,7,Algae,Turf algae,Live,84
575,Samara,7,CCA,White CCA,Live,8
576,Samara,7,Algae,Turf algae,Live,92
576,Samara,7,CCA,White CCA,Live,4
577,Samara,7,Algae,Galaxaura,Live,4
577,Samara,7,Algae,Turf algae,Live,96
578,Samara,7,Algae,Caulerpa spp.,Live,4
578,Samara,7,Algae,Turf algae,Live,80
578,Samara,7,CCA,Red CCA,Live,4
578,Samara,7,CCA,White CCA,Live,8
579,Samara,7,Algae,Turf algae,Live,100
580,Samara,7,Algae,Galaxaura,Live,8
580,Samara,7,Algae,Turf algae,Live,92
581,Samara,7,Algae,Turf algae,Live,80
581,Samara,7,CCA,White CCA,Live,12
582,Samara,7,Algae,Caulerpa spp.,Live,4
582,Samara,7,Algae,Turf algae,Live,80
582,Samara,7,CCA,Red CCA,Live,8
582,Samara,7,CCA,White CCA,Live,8
583,Samara,7,Algae,Galaxaura,Live,8
583,Samara,7,Algae,Turf algae,Live,76
583,Samara,7,CCA,Pink CCA,Live,4
583,Samara,7,CCA,White CCA,Live,8
584,Samara,7,Algae,Galaxaura,Live,4
584,Samara,7,Algae,Turf algae,Live,64
584,Samara,7,CCA,Pink CCA,Live,4
584,Samara,7,CCA,Red CCA,Live,4
584,Samara,7,CCA,White CCA,Live,20
585,Samara,7,Algae,Turf algae,Live,96
585,Samara,7,CCA,White CCA,Live,4
586,Samara,7,Algae,Caulerpa spp.,Live,4
586,Samara,7,Algae,Turf algae,Live,96
587,Samara,7,Algae,Turf algae,Live,92
588,Samara,7,Algae,Caulerpa spp.,Live,4
588,Samara,7,Algae,Turf algae,Live,80
588,Samara,7,CCA,Red CCA,Live,4
588,Samara,7,CCA,White CCA,Live,12
589,Samara,7,Algae,Turf algae,Live,96
590,Samara,7,Algae,Caulerpa spp.,Live,4
590,Samara,7,Algae,Galaxaura,Live,4
590,Samara,7,Algae,Turf algae,Live,80
590,Samara,7,CCA,Pink CCA,Live,8
590,Samara,7,CCA,White CCA,Live,4
591,Samara,7,Algae,Caulerpa spp.,Live,12
591,Samara,7,Algae,Galaxaura,Live,4
591,Samara,7,Algae,Turf algae,Live,52
591,Samara,7,CCA,Pink CCA,Live,8
591,Samara,7,CCA,White CCA,Live,20
592,Samara,7,Algae,Caulerpa spp.,Live,16
592,Samara,7,Algae,Turf algae,Live,56
592,Samara,7,CCA,Pink CCA,Live,4
592,Samara,7,CCA,Red CCA,Live,16
592,Samara,7,CCA,White CCA,Live,4
593,Samara,7,Algae,Caulerpa spp.,Live,4
593,Samara,7,Algae,Galaxaura,Live,4
593,Samara,7,Algae,Turf algae,Live,84
593,Samara,7,CCA,Red CCA,Live,4
593,Samara,7,CCA,White CCA,Live,4
594,Samara,7,Algae,Caulerpa spp.,Live,24
594,Samara,7,Algae,Turf algae,Live,68
594,Samara,7,CCA,Pink CCA,Live,4
594,Samara,7,CCA,White CCA,Live,4
595,Samara,7,Algae,Caulerpa spp.,Live,24
595,Samara,7,Algae,Turf algae,Live,68
595,Samara,7,CCA,Red CCA,Live,4
595,Samara,7,Soft Coral,Soft Coral,Non-live,4
596,Samara,7,Algae,Galaxaura,Live,8
596,Samara,7,Algae,Turf algae,Live,80
596,Samara,7,CCA,White CCA,Live,12
597,Samara,7,Algae,Galaxaura,Live,4
597,Samara,7,Algae,Turf algae,Live,76
597,Samara,7,CCA,Pink CCA,Live,8
597,Samara,7,CCA,White CCA,Live,8
598,Samara,7,Algae,Caulerpa spp.,Live,4
598,Samara,7,Algae,Turf algae,Live,84
598,Samara,7,CCA,Red CCA,Live,4
598,Samara,7,CCA,White CCA,Live,4
599,Samara,7,Algae,Caulerpa spp.,Live,4
599,Samara,7,Algae,Turf algae,Live,88
599,Samara,7,CCA,White CCA,Live,4
600,Samara,7,Algae,Caulerpa spp.,Live,12
600,Samara,7,Algae,Turf algae,Live,80
600,Samara,7,CCA,Red CCA,Live,4
600,Samara,7,Hard Coral,Pocillopora effusa,Live,4
601,Samara,7,Algae,Turf algae,Live,76
601,Samara,7,CCA,Pink CCA,Live,8
601,Samara,7,CCA,White CCA,Live,16
602,Samara,7,Algae,Turf algae,Live,88
602,Samara,7,CCA,Pink CCA,Live,4
602,Samara,7,CCA,Red CCA,Live,4
602,Samara,7,CCA,White CCA,Live,4
603,Samara,7,Algae,Turf algae,Live,64
603,Samara,7,CCA,White CCA,Live,36
604,Samara,7,Algae,Turf algae,Live,92
604,Samara,7,CCA,White CCA,Live,4
604,Samara,7,Substrate,Gravel,Non-live,4
605,Samara,7,Algae,Galaxaura,Live,8
605,Samara,7,Algae,Turf algae,Live,80
605,Samara,7,CCA,White CCA,Live,8
606,Samara,7,Algae,Caulerpa spp.,Live,4
606,Samara,7,Algae,Turf algae,Live,96
607,Samara,7,Algae,Turf algae,Live,68
607,Samara,7,CCA,White CCA,Live,4
607,Samara,7,Substrate,Gravel,Non-live,24
607,Samara,7,Substrate,Sand,Non-live,4
608,Samara,7,Algae,Turf algae,Live,84
608,Samara,7,CCA,White CCA,Live,8
608,Samara,7,Substrate,Gravel,Non-live,4
609,Samara,7,Algae,Turf algae,Live,68
609,Samara,7,CCA,White CCA,Live,16
609,Samara,7,Substrate,Gravel,Non-live,16
610,Samara,7,Algae,Turf algae,Live,84
610,Samara,7,CCA,White CCA,Live,12
611,Samara,7,Algae,Turf algae,Live,88
611,Samara,7,CCA,Pink CCA,Live,4
611,Samara,7,CCA,White CCA,Live,8
612,Samara,7,Algae,Caulerpa spp.,Live,4
612,Samara,7,Algae,Turf algae,Live,80
612,Samara,7,CCA,White CCA,Live,12
612,Samara,7,Hard Coral,Psammocora stellata,Live,4
613,Samara,7,Algae,Caulerpa spp.,Live,4
613,Samara,7,Algae,Turf algae,Live,68
613,Samara,7,CCA,Pink CCA,Live,8
613,Samara,7,CCA,Red CCA,Live,4
613,Samara,7,CCA,White CCA,Live,16
614,Samara,7,Algae,Galaxaura,Live,4
614,Samara,7,Algae,Turf algae,Live,96
615,Samara,7,Algae,Turf algae,Live,88
615,Samara,7,CCA,Pink CCA,Live,4
615,Samara,7,CCA,White CCA,Live,8
616,Samara,7,Algae,Galaxaura,Live,12
616,Samara,7,Algae,Turf algae,Live,76
616,Samara,7,CCA,White CCA,Live,4
617,Samara,7,Algae,Galaxaura,Live,4
617,Samara,7,Algae,Turf algae,Live,88
618,Samara,7,Algae,Turf algae,Live,100
619,Samara,7,Algae,Galaxaura,Live,4
619,Samara,7,Algae,Turf algae,Live,68
619,Samara,7,CCA,White CCA,Live,8
619,Samara,7,Hard Coral,Psammocora stellata,Live,4
620,Samara,7,Algae,Caulerpa spp.,Live,4
620,Samara,7,Algae,Turf algae,Live,92
620,Samara,7,CCA,Pink CCA,Live,4
621,Samara,7,Algae,Turf algae,Live,92
621,Samara,7,CCA,White CCA,Live,8
622,Samara,7,Algae,Turf algae,Live,100
623,Samara,7,Algae,Turf algae,Live,100
624,Samara,7,Algae,Turf algae,Live,68
624,Samara,7,CCA,White CCA,Live,4
624,Samara,7,Substrate,Gravel,Non-live,28
625,Samara,7,Algae,Turf algae,Live,76
625,Samara,7,CCA,White CCA,Live,8
625,Samara,7,Hard Coral,Porites lobata,Live,4
625,Samara,7,Substrate,Gravel,Non-live,8
626,Samara,7,Algae,Turf algae,Live,84
626,Samara,7,CCA,Pink CCA,Live,8
626,Samara,7,CCA,White CCA,Live,4
626,Samara,7,Substrate,Gravel,Non-live,4
627,Samara,7,Algae,Caulerpa spp.,Live,12
627,Samara,7,Algae,Turf algae,Live,72
627,Samara,7,CCA,White CCA,Live,16
628,Samara,7,Algae,Turf algae,Live,100
629,Samara,7,Algae,Turf algae,Live,92
630,Samara,7,Algae,Caulerpa spp.,Live,8
630,Samara,7,Algae,Turf algae,Live,44
630,Samara,7,CCA,Red CCA,Live,8
630,Samara,7,CCA,White CCA,Live,16
630,Samara,7,Hard Coral,Pocillopora effusa,Live,24
631,Samara,8,Algae,Turf algae,Live,88
631,Samara,8,CCA,Pink CCA,Live,8
631,Samara,8,CCA,White CCA,Live,4
632,Samara,8,Algae,Turf algae,Live,84
632,Samara,8,CCA,White CCA,Live,8
632,Samara,8,Substrate,Rock,Non-live,8
633,Samara,8,Algae,Turf algae,Live,52
633,Samara,8,CCA,Pink CCA,Live,4
633,Samara,8,CCA,White CCA,Live,4
633,Samara,8,Substrate,Rock,Non-live,24
633,Samara,8,Substrate,Sand,Non-live,16
634,Samara,8,Algae,Turf algae,Live,84
634,Samara,8,CCA,Pink CCA,Live,4
634,Samara,8,CCA,White CCA,Live,4
634,Samara,8,Hard Coral,Pocillopora effusa,Live,4
634,Samara,8,Substrate,Sand,Non-live,4
635,Samara,8,Algae,Turf algae,Live,36
635,Samara,8,Substrate,Rock,Non-live,12
635,Samara,8,Substrate,Sand,Non-live,52
636,Samara,8,Algae,Galaxaura,Live,12
636,Samara,8,Algae,Turf algae,Live,36
636,Samara,8,CCA,Pink CCA,Live,8
636,Samara,8,CCA,Red CCA,Live,4
636,Samara,8,CCA,White CCA,Live,16
636,Samara,8,Hard Coral,Porites lobata,Live,20
637,Samara,8,Algae,Turf algae,Live,96
637,Samara,8,CCA,White CCA,Live,4
638,Samara,8,Algae,Turf algae,Live,84
638,Samara,8,CCA,Pink CCA,Live,8
638,Samara,8,CCA,White CCA,Live,4
638,Samara,8,Substrate,Sand,Non-live,4
639,Samara,8,Algae,Galaxaura,Live,4
639,Samara,8,Algae,Turf algae,Live,80
639,Samara,8,CCA,White CCA,Live,8
639,Samara,8,Substrate,Sand,Non-live,4
640,Samara,8,Algae,Turf algae,Live,88
640,Samara,8,CCA,Pink CCA,Live,4
641,Samara,8,Algae,Turf algae,Live,84
641,Samara,8,CCA,Pink CCA,Live,12
641,Samara,8,Hard Coral,Porites lobata,Live,4
642,Samara,8,Substrate,Gravel,Non-live,4
642,Samara,8,Substrate,Sand,Non-live,96
643,Samara,8,Algae,Turf algae,Live,100
644,Samara,8,Algae,Turf algae,Live,96
644,Samara,8,CCA,Pink CCA,Live,4
645,Samara,8,Algae,Turf algae,Live,68
645,Samara,8,Substrate,Gravel,Non-live,12
645,Samara,8,Substrate,Sand,Non-live,20
646,Samara,8,Algae,Turf algae,Live,100
647,Samara,8,Algae,Turf algae,Live,68
647,Samara,8,CCA,White CCA,Live,4
647,Samara,8,Hard Coral,Porites lobata,Live,20
648,Samara,8,Algae,Turf algae,Live,16
648,Samara,8,CCA,Pink CCA,Live,12
648,Samara,8,CCA,White CCA,Live,8
648,Samara,8,Hard Coral,Porites lobata,Live,64
649,Samara,8,Algae,Turf algae,Live,64
649,Samara,8,CCA,Pink CCA,Live,8
649,Samara,8,CCA,White CCA,Live,4
649,Samara,8,Substrate,Gravel,Non-live,4
649,Samara,8,Substrate,Sand,Non-live,20
650,Samara,8,Algae,Turf algae,Live,56
650,Samara,8,Hard Coral,Porites lobata,Live,20
650,Samara,8,Sponge,Sponge,Non-live,4
650,Samara,8,Substrate,Gravel,Non-live,12
650,Samara,8,Substrate,Sand,Non-live,8
651,Samara,8,Algae,Turf algae,Live,84
651,Samara,8,CCA,White CCA,Live,16
652,Samara,8,Algae,Turf algae,Live,68
652,Samara,8,CCA,Pink CCA,Live,4
652,Samara,8,CCA,White CCA,Live,28
653,Samara,8,Algae,Turf algae,Live,88
653,Samara,8,CCA,Pink CCA,Live,4
653,Samara,8,CCA,White CCA,Live,8
654,Samara,8,Algae,Galaxaura,Live,4
654,Samara,8,Algae,Turf algae,Live,88
654,Samara,8,CCA,White CCA,Live,8
655,Samara,8,Algae,Turf algae,Live,76
655,Samara,8,CCA,Pink CCA,Live,4
655,Samara,8,CCA,White CCA,Live,12
655,Samara,8,Diadema,Diadema sp,Live,4
656,Samara,8,Algae,Turf algae,Live,100
657,Samara,8,Substrate,Sand,Non-live,96
658,Samara,8,Algae,Turf algae,Live,100
659,Samara,8,Algae,Turf algae,Live,92
659,Samara,8,CCA,White CCA,Live,8
660,Samara,8,Algae,Turf algae,Live,24
660,Samara,8,CCA,White CCA,Live,8
660,Samara,8,Hard Coral,Porites lobata,Live,64
661,Samara,8,Algae,Turf algae,Live,96
661,Samara,8,CCA,White CCA,Live,4
662,Samara,8,Algae,Turf algae,Live,96
